schema_name,relation_name,relation_type,owner,rls_enabled,has_primary_key,foreign_key_count,has_country_column,has_created_updated,has_reviewed_date,has_source_or_snapshot_column,observation_status,observation_source
ingest,country_pr_pathways,table,postgres,t,t,0,t,f,f,t,observed,observed_database
ingest,courses_au,table,postgres,t,t,0,f,f,f,t,observed,observed_database
ingest,courses_ca,table,postgres,t,t,0,f,f,f,f,observed,observed_database
ingest,courses_ie,table,postgres,t,t,0,f,f,f,f,observed,observed_database
ingest,courses_uk,table,postgres,t,t,0,f,f,f,f,observed,observed_database
ingest,field_earnings_au,table,postgres,t,t,0,f,t,f,t,observed,observed_database
ingest,field_earnings_ca,table,postgres,t,t,0,f,t,f,t,observed,observed_database
ingest,field_earnings_ie,table,postgres,t,t,0,f,t,f,t,observed,observed_database
ingest,field_earnings_uk,table,postgres,t,t,0,f,t,f,t,observed,observed_database
ingest,graduate_outcomes_ie,table,postgres,t,t,0,f,t,f,f,observed,observed_database
ingest,language_courses_ie,table,postgres,t,t,1,f,f,f,f,observed,observed_database
ingest,language_schools_ie,table,postgres,t,t,0,f,f,f,f,observed,observed_database
ingest,occupation_mobility_flows_au,table,postgres,t,t,0,f,f,f,t,observed,observed_database
ingest,occupation_mobility_stocks_au,table,postgres,t,t,0,f,f,f,t,observed,observed_database
ingest,occupation_outlook_au,table,postgres,t,t,0,f,f,f,t,observed,observed_database
ingest,occupation_pathways_au,table,postgres,t,t,0,f,f,f,t,observed,observed_database
ingest,occupation_profiles_au,table,postgres,t,t,0,f,f,f,t,observed,observed_database
ingest,occupation_regional_employment_au,table,postgres,t,t,0,f,f,f,t,observed,observed_database
ingest,occupation_sa4_au,table,postgres,t,t,0,f,f,f,f,observed,observed_database
ingest,occupation_shortage_drivers_au,table,postgres,t,t,0,f,f,f,t,observed,observed_database
ingest,occupation_state_au,table,postgres,t,t,0,f,f,f,f,observed,observed_database
ingest,occupation_state_ca,table,postgres,t,t,1,f,f,f,t,observed,observed_database
ingest,occupation_state_uk,table,postgres,t,t,1,f,f,f,t,observed,observed_database
ingest,occupation_vacancies_au,table,postgres,t,t,0,f,f,f,t,observed,observed_database
ingest,occupations_au,table,postgres,t,t,0,f,t,f,t,observed,observed_database
ingest,occupations_ca,table,postgres,t,t,0,f,f,f,t,observed,observed_database
ingest,occupations_uk,table,postgres,t,t,0,f,f,f,t,observed,observed_database
ingest,program_page_facts_au,table,postgres,t,t,1,f,f,t,t,observed,observed_database
ingest,programs_us,table,postgres,t,t,1,f,f,f,f,observed,observed_database
ingest,regulatory_requirements_au,table,postgres,t,t,0,f,f,t,t,observed,observed_database
ingest,shortage_occupations_ie,table,postgres,t,t,0,f,t,f,f,observed,observed_database
ingest,state_salary_multiplier,table,postgres,t,t,0,f,f,f,t,observed,observed_database
ingest,visa_occupation_status_au,table,postgres,t,t,0,f,f,t,t,observed,observed_database
labour,outcome_observations,table,postgres,t,t,5,t,t,t,f,observed,observed_database
reporting,analysis_inputs,table,postgres,t,t,2,f,t,f,f,observed,observed_database
reporting,analysis_outputs,table,postgres,t,t,1,f,t,f,f,observed,observed_database
reporting,analysis_pathways,table,postgres,t,t,1,f,t,f,f,observed,observed_database
reporting,analysis_runs,table,postgres,t,t,3,f,t,f,f,observed,observed_database
reporting,analysis_scenarios,table,postgres,t,t,2,f,t,f,f,observed,observed_database
reporting,methodology_versions,table,postgres,t,t,0,f,t,f,f,observed,observed_database
reporting,monitoring_actions,table,postgres,t,t,1,f,t,f,f,observed,observed_database
reporting,products,table,postgres,t,t,2,t,t,f,f,observed,observed_database
reporting,ranking_models,table,postgres,t,t,2,t,t,f,f,observed,observed_database
reporting,ranking_weights,table,postgres,t,t,1,f,t,f,f,observed,observed_database
reporting,release_claims,table,postgres,t,t,2,f,t,f,f,observed,observed_database
reporting,report_artifacts,table,postgres,t,t,1,f,t,f,f,observed,observed_database
reporting,report_programmes,table,postgres,t,t,3,f,t,f,f,observed,observed_database
reporting,report_releases,table,postgres,t,t,2,f,t,f,t,observed,observed_database
taxonomy,concept_occupations,table,postgres,t,t,2,f,t,f,f,observed,observed_database
taxonomy,occupation_identifiers,table,postgres,t,t,1,f,t,f,t,observed,observed_database
taxonomy,occupations,table,postgres,t,t,1,t,t,f,f,observed,observed_database
taxonomy,programme_concepts,table,postgres,t,t,2,f,t,f,f,observed,observed_database
taxonomy,study_concepts,table,postgres,t,t,0,f,t,f,f,observed,observed_database
